Date,Red_Numerator,Red_Denominator,Orange_Numerator,Orange_Denominator,Green-E_Numerator,Green-E_Denominator,Green-D_Numerator,Green-D_Denominator,Green-C_Numerator,Green-C_Denominator,Green-B_Numerator,Green-B_Denominator,Blue_Numerator,Blue_Denominator
2017-09-12,83100.62,87923.66,69783.35,76085.51,10187.46,14047.77,8874.884,11114.31,7879.729,10259.19,4870.101,6635.581,27343.6,28143.26
2017-09-13,75478.9,82926.87,68396.4,74512.13,16326.29,21765.58,14767.0,18693.6,12712.08,16950.7,8439.871,10302.23,26713.14,27636.2
2017-09-14,78164.26,83446.49,72836.02,77588.61,14106.16,19388.51,13921.22,17349.74,14009.83,18414.35,8280.649,10563.97,27002.9,27820.42
2017-09-15,68721.4,79847.61,69367.96,74618.67,16771.66,22306.59,13628.44,17899.39,13989.44,17604.38,8681.564,10243.46,27556.17,28386.8
2017-09-18,76293.35,84267.16,64564.27,76709.71,17123.93,23286.33,14219.59,18445.26,14077.92,17966.06,8783.075,10191.95,24451.15,26091.66
2017-09-19,77433.67,81700.18,68047.08,75264.62,22587.21,27088.8,13062.52,18076.83,13235.19,17263.66,8639.924,10633.54,25915.85,26664.5
2017-09-20,78148.8,83619.2,54891.53,62224.75,17450.36,22781.54,14031.47,18337.44,14329.91,17843.62,8749.536,10636.12,26597.28,27649.24
2017-09-21,79426.34,84425.41,70265.55,77716.06,19883.81,24152.41,13658.52,17765.3,14264.03,17979.42,8811.017,10551.99,27499.42,28252.33
2017-09-22,75836.74,83898.76,63356.12,71361.91,19096.32,23665.64,13787.87,17837.99,13797.88,17647.13,8750.652,10155.93,26855.11,27766.03
2017-09-25,71628.17,81698.97,65875.37,73274.24,21572.67,26583.62,15059.12,18594.83,12544.53,16149.67,8644.558,10353.08,26723.05,27739.26
2017-09-26,73490.63,80126.16,57538.14,64965.63,16849.08,22857.04,11702.6,16140.68,12021.79,17536.3,7509.449,10143.1,23233.98,24698.58
2017-09-27,82127.74,88220.07,59217.79,66541.23,19568.89,24142.81,11853.24,16984.1,12998.8,17892.99,8159.348,10598.57,24988.56,26000.12
2017-09-28,75392.6,80476.99,71566.12,74537.48,23387.9,27933.99,13599.8,17570.16,13285.79,17293.82,8577.305,10090.28,25947.31,26853.45
2017-09-29,74656.02,83185.38,70219.17,75944.22,18010.41,23968.27,14293.86,18268.1,13330.2,17272.28,8564.931,10558.02,24698.16,26370.67
2017-10-02,77110.02,83238.62,68488.88,76406.53,18742.36,23442.24,13781.42,17962.78,13112.13,17130.59,8296.305,10210.4,27359.9,27944.02
2017-10-03,78137.87,84689.7,61870.1,69606.83,17213.17,24540.4,11073.3,15733.01,12028.5,16281.13,7994.455,10762.1,28093.9,28607.25
2017-10-04,65167.74,69588.83,59841.03,63251.89,15450.15,18955.25,10675.44,13631.13,9973.313,13312.23,5789.36,7343.733,23253.11,23845.85
2017-10-05,74869.14,83559.88,71122.2,77082.34,18475.66,24078.23,14394.35,18447.23,12975.12,17114.09,8495.134,10553.14,25457.64,26443.51
2017-10-06,79464.61,84436.35,71027.98,78237.1,18157.87,24396.71,13478.33,17514.93,12398.88,16800.24,8125.463,10378.2,28061.16,28505.48
2017-10-09,76857.79,83365.41,72807.47,78233.46,18504.15,23544.88,14964.91,18165.36,13881.22,17455.44,8538.791,10609.46,27018.83,28164.19
2017-10-10,78822.14,85625.86,69443.43,74904.69,19130.56,23690.31,13858.94,18089.08,12941.96,16947.23,8775.739,10366.74,25550.74,26453.89
2017-10-11,73258.45,78083.68,71143.36,77033.9,18598.03,23683.72,14130.85,18218.38,13021.55,17320.24,8520.05,10481.99,27006.45,27665.84
2017-10-12,81404.93,85368.61,67982.93,75931.18,18376.05,23895.65,14409.93,18737.93,12304.21,16419.63,8182.076,10379.76,27064.24,27737.1
2017-10-13,81875.07,87355.21,67209.36,75710.63,21078.58,26568.05,14106.44,18402.05,13023.25,17016.41,8882.677,10510.74,26849.27,27923.99
2017-10-16,77759.98,85592.14,70955.48,76989.03,17713.0,23395.46,15273.3,18651.21,12429.38,16496.82,8096.355,10004.61,26433.99,27967.55
2017-10-17,78794.74,85730.58,68198.99,75273.2,17318.93,23156.39,13984.28,18192.71,13582.72,17369.58,7979.083,10025.5,27263.24,27990.7
2017-10-18,80275.21,86036.0,70393.07,75036.58,18796.81,23611.46,15521.74,19477.31,11406.37,15873.74,8056.028,10298.43,27449.59,27981.2
2017-10-19,81024.5,87078.62,71540.49,79863.41,18623.33,23886.28,13552.45,17097.32,12794.76,16522.29,8134.914,10189.16,27762.72,28393.76
2017-10-20,80459.6,85900.2,74787.07,79845.09,17895.95,23980.08,14131.05,18245.94,13276.09,18151.74,8347.912,10147.85,27606.87,28290.49
2017-10-23,67577.12,70808.06,63728.62,68908.45,13236.52,18611.36,11616.64,15258.2,11289.66,15120.59,6400.893,8165.078,25519.98,25976.72
2017-10-24,76926.91,83207.04,71229.62,77643.77,17603.14,23243.7,13658.74,17332.43,13711.86,18918.58,8129.439,10271.53,27775.5,28272.99
2017-10-25,82538.24,87030.05,74702.42,78873.61,16964.03,23483.58,14955.87,18701.64,12976.56,17772.08,7894.098,10100.74,27488.45,28157.08
2017-10-26,83279.57,88151.69,77815.21,80859.46,18761.23,24019.32,13635.34,17706.72,13384.96,17329.29,8277.685,10477.45,27636.39,28462.29
2017-10-27,77590.21,85083.65,72437.23,77952.33,22658.15,27985.22,13140.57,17843.2,13268.8,17453.13,8351.642,10133.87,26454.49,27396.1
2017-10-30,76354.65,84287.35,73629.81,80573.32,17409.58,23492.69,13025.14,17307.69,13193.62,17366.33,8210.139,10161.6,25660.39,27745.06
2017-10-31,76037.37,85473.88,76150.67,80393.43,17638.08,23048.58,14357.81,18509.88,13310.91,17154.52,8292.602,10592.67,27640.79,28466.69
2017-11-01,81311.31,88352.71,73702.33,79256.61,17017.72,22896.42,14114.62,18028.09,12970.66,17309.87,8164.861,10507.49,28194.79,28483.1
2017-11-02,82283.14,87535.73,76061.93,81145.75,17931.45,22728.36,15117.99,18323.44,13593.33,17399.97,8740.683,10460.67,28749.22,29195.98
2017-11-03,74750.15,83343.78,74955.61,80641.39,18102.9,24250.66,14546.32,18400.35,12932.08,16766.08,8337.482,10225.21,28619.93,28981.51
2017-11-06,79512.35,85599.04,72913.95,79438.2,18466.46,24596.14,14020.98,18249.95,11336.7,15743.43,7606.437,9758.535,28253.9,29080.21
2017-11-07,71449.32,77282.49,75327.37,80381.06,20717.69,25671.5,14568.76,18730.73,12352.77,16685.5,8420.626,10426.23,28372.6,28937.29
2017-11-08,81433.85,87017.48,74561.33,79431.48,16718.67,22381.43,14571.35,18421.34,12730.08,17105.06,8317.38,10637.28,28244.36,28676.65
2017-11-09,78993.89,84341.2,77068.63,81764.02,15439.57,21353.41,14393.83,17982.83,13444.1,18287.87,8167.642,10138.49,27380.16,27911.33
2017-11-10,78855.47,84540.51,75246.55,81115.07,16569.96,22206.15,14143.93,17805.12,14729.54,18112.09,8375.212,10490.17,24658.47,25754.4
2017-11-13,81847.62,88097.67,66483.54,77746.13,17614.78,23352.18,13584.21,18640.06,12602.72,17284.4,7989.989,9914.103,27972.03,28921.37
2017-11-14,55018.23,60208.04,51889.91,54844.5,18845.01,23008.55,11438.72,14871.53,10532.18,13730.52,6185.519,7985.177,18674.77,19206.57
2017-11-15,74362.67,83128.96,71088.23,77145.01,17927.01,23411.41,14427.15,18565.11,13025.89,17470.16,8546.914,10062.07,27957.49,28694.12
2017-11-16,72037.33,76969.61,64948.4,71670.66,11882.44,16694.02,11654.5,15263.37,9546.892,12937.54,6653.298,8520.981,22795.71,23854.23
2017-11-17,75490.1,82172.42,71172.71,77867.03,17821.09,23086.35,14870.25,19507.65,13504.87,17189.91,7883.103,10130.04,26640.42,28204.47
2017-11-20,70130.5,77877.73,72884.54,82259.06,17588.38,23670.34,13528.34,18264.99,11905.02,16608.19,8216.908,10102.4,26290.97,27300.26
2017-11-21,79247.78,84620.53,71721.87,80098.09,18379.14,23784.85,14772.77,18297.45,12674.32,17194.45,8414.276,10201.06,27365.48,28487.06
2017-11-22,79635.11,85303.2,71898.74,79366.13,18785.3,24461.83,13411.84,18156.5,11814.68,16182.71,8497.406,10164.75,26100.39,27789.66
2017-11-23,71893.34,79546.54,70955.73,76512.32,16537.48,21133.35,13528.65,16563.17,12474.1,17188.27,8350.264,9952.253,23694.45,24280.76
2017-11-24,75944.17,82987.01,77314.18,80634.02,16706.53,21781.36,14879.36,18700.48,13097.07,17061.69,8336.465,10042.24,29411.19,30012.35
2017-11-27,71416.28,81112.68,67047.04,75440.01,17979.06,23373.08,13318.37,17959.36,12948.74,16944.26,8973.159,11806.57,27575.96,28693.07
2017-11-28,74800.06,81981.03,72615.18,79994.54,18417.47,23659.48,12469.74,17866.01,13321.5,17275.72,8535.451,10459.84,27462.8,28397.76
2017-11-29,75069.95,82317.87,75364.19,81132.56,21422.79,27329.78,14679.09,18532.52,12801.66,17312.75,7854.479,10198.78,25391.07,26553.94
2017-11-30,69536.93,77679.96,72494.8,79011.83,25024.34,30620.78,13618.03,18078.31,13660.17,17759.49,8607.951,10540.7,28363.04,29093.36
2017-12-01,75390.95,82299.05,73233.46,79533.97,15921.26,22460.13,13934.21,18554.1,12628.09,16451.45,8042.247,10272.59,27897.52,28848.59
2017-12-04,70132.49,83144.04,73865.06,78115.59,17889.51,23620.26,14567.96,17760.22,13910.44,17526.57,7991.164,10022.76,28064.24,28958.07
2017-12-05,74970.05,83132.78,72904.06,78677.92,16387.54,23460.7,12448.82,17421.45,11732.7,15746.06,6955.792,9639.909,27794.97,28410.95
2017-12-06,80177.16,85544.67,72557.76,77205.08,17417.31,24176.76,14058.18,18474.02,12843.49,16955.67,7488.563,9947.276,26370.05,27089.85
2017-12-07,76911.31,84095.4,74120.54,80963.36,25620.65,32419.95,13761.23,18167.82,12463.06,17149.31,8347.851,10106.44,27858.58,28432.44
2017-12-08,74350.18,81170.07,73081.79,79926.94,16502.04,22891.81,14291.86,18440.55,12294.39,16902.17,7968.48,10068.14,27459.22,28786.31
2017-12-11,82652.28,90998.34,72092.57,77192.34,16730.23,23452.82,13850.19,18447.49,11989.12,16758.51,7366.61,10191.95,28361.99,29149.29
2017-12-12,82544.14,90384.79,72750.98,79469.51,18325.31,24029.13,14251.74,18032.49,12209.21,16189.3,7126.83,10157.81,27327.45,28171.52
2017-12-13,82753.62,91247.18,71755.45,77565.6,17444.78,23086.01,14070.66,18530.04,11160.53,16234.52,7171.614,10239.24,28215.44,28413.41
2017-12-14,80119.9,89596.05,72890.06,81957.09,17973.43,24055.24,13256.93,17990.33,13102.67,16652.78,7104.155,9902.279,27239.05,28315.5
2017-12-15,74713.13,81704.08,71767.16,80305.37,17937.27,23916.1,12893.09,17993.36,12591.43,17308.58,7873.117,10371.83,27572.51,28512.47
2017-12-18,76291.74,90349.63,74410.46,82050.91,18275.82,23438.45,13750.76,17875.81,12840.51,17094.67,7428.089,9993.056,28364.92,29039.8
2017-12-19,77853.96,89479.68,72096.8,79357.02,18819.1,24353.51,14136.78,17781.0,12108.34,16904.59,7219.25,10177.71,27312.01,28877.56
2017-12-20,83891.93,90740.07,74790.61,79324.38,18124.77,23259.91,13684.07,17694.27,12980.1,17155.5,7577.849,10454.15,27745.21,28567.95
2017-12-21,81350.65,89991.11,75942.93,81469.23,22121.75,27168.57,14787.66,18692.73,12908.04,16593.22,7758.581,10093.27,28412.04,29317.52
2017-12-22,77972.53,83819.96,71591.01,79200.84,17251.97,23015.57,13392.89,17361.41,12922.6,17156.37,7414.464,10236.63,27917.22,28512.48
2017-12-25,75587.23,84797.58,67832.26,72871.56,17203.54,21858.53,12082.18,15406.61,12819.2,17659.55,6919.247,9752.42,22178.67,24312.05
2017-12-26,81532.53,90274.7,75463.35,82410.2,18209.06,23216.25,14292.45,18228.16,13933.85,17533.87,7059.308,9959.127,27507.42,28588.86
2017-12-27,70003.94,87621.4,72069.26,79489.47,17680.41,22865.02,13506.88,17910.31,12291.32,16785.05,7128.173,10045.63,26519.79,27881.29
2017-12-28,69207.47,87010.83,70451.35,79089.27,17887.67,23699.94,12287.03,17358.17,11629.27,16382.44,7588.228,10354.21,27902.23,28895.44
2017-12-29,75764.33,85486.14,40901.0,46118.19,17985.77,24194.6,12664.85,17690.23,11646.44,17525.82,6149.311,9546.043,27476.05,28579.79
2018-01-01,69497.15,76869.32,60556.39,69294.41,19177.22,23351.26,12823.57,15447.29,12803.85,16312.67,6903.963,9085.19,12140.04,14147.64
2018-01-02,73899.24,83872.21,64978.89,71329.39,14110.84,18393.21,12238.11,15748.21,10887.51,14033.67,5646.484,7828.465,20369.4,21402.01
2018-01-03,69548.54,81289.62,73684.61,78257.15,15403.06,20825.25,8462.202,13082.54,11849.22,16540.84,8042.015,11112.23,20183.15,20930.35
2018-01-04,70755.91,83503.69,54132.39,65331.49,15294.17,23494.3,10946.55,17350.47,8809.453,14903.32,6708.864,10867.72,12356.19,19417.55
2018-01-05,64313.51,78870.43,49511.32,72162.09,15528.61,22728.63,10535.11,16067.62,11982.45,17776.84,7018.535,10123.62,9732.107,20509.73
2018-01-08,70146.23,81320.76,68481.01,78849.63,16722.22,23464.79,13368.41,17863.07,13318.25,17822.01,6529.808,9516.917,18730.93,20095.78
2018-01-09,49066.36,52248.58,35257.12,41390.95,12589.34,18954.68,9047.283,12675.74,10332.26,14438.8,4845.963,7760.228,12926.76,13912.28
2018-01-10,48613.06,55291.82,11972.31,13294.02,15548.82,20835.53,10535.87,14611.44,11571.24,15204.19,5505.814,7804.181,20418.83,20921.13
2018-01-11,63394.8,67811.64,62566.97,69739.97,17517.69,23289.2,13348.81,17190.67,12510.93,16834.45,7182.016,10071.3,19905.18,20904.84
2018-01-12,76707.41,82064.01,68042.17,77014.67,16420.97,23865.1,13722.9,18033.2,13966.27,17808.37,7936.786,10396.08,20108.24,20885.88
2018-01-15,60807.46,70003.08,66372.26,74946.71,16824.91,22042.53,13688.48,16923.7,12852.31,16933.73,8719.8,10204.28,20358.55,20928.67
2018-01-16,77747.93,81581.09,69203.6,79772.4,17442.9,23633.11,14260.37,18638.64,12926.12,17323.31,7698.131,10164.84,20471.6,21105.01
2018-01-17,80358.24,86922.12,70992.24,79239.92,17985.91,23707.27,14828.64,18780.33,12956.94,16863.49,6962.307,9673.563,19985.77,21137.72
2018-01-18,76526.21,82298.9,74764.92,81210.43,14727.76,22489.64,4691.996,7349.999,4749.076,8287.884,9895.891,15483.87,20401.22,20844.16
2018-01-19,70546.67,77863.72,71985.75,78462.56,23307.59,29345.38,13976.27,18145.21,13296.0,17121.96,7338.599,9975.712,20478.7,21029.48
2018-01-22,72265.78,77787.89,72853.98,80185.51,18136.21,23838.73,12382.74,15922.92,10268.81,15230.13,8588.308,10930.78,20213.46,21071.2
2018-01-23,73498.62,80353.05,72097.15,78668.0,16736.26,23695.25,8698.139,15172.09,10006.91,15778.37,9279.469,12403.28,20595.81,21159.09
2018-01-24,75182.46,80936.5,67191.75,75623.99,24743.13,30013.82,11194.74,17123.6,11235.44,16116.56,8681.466,11603.86,20155.31,20891.77
2018-01-25,72221.48,78594.03,70867.09,77053.12,17953.92,23947.95,11645.42,17619.89,12034.45,16374.14,8522.417,11089.13,20089.55,20880.39
2018-01-26,73140.74,80875.22,73348.65,78954.07,18273.55,23396.94,12818.4,17556.0,12283.75,16443.09,9215.599,11645.25,20305.74,21076.32
2018-01-29,70050.26,77697.35,77098.2,80637.94,17094.42,23318.9,12449.0,17811.4,12350.83,17069.17,8288.378,10404.61,19680.15,21026.71
2018-01-30,73548.41,81083.38,74207.42,78643.81,25786.9,31228.87,11265.16,16521.29,11845.38,16188.2,8791.433,11421.03,19906.82,20997.82
2018-01-31,70536.98,80627.43,72192.08,75949.26,17933.57,23483.34,11204.54,16623.18,11231.29,15887.25,9454.426,12699.55,19805.56,20775.02
2018-02-01,68728.43,75825.25,72942.49,77492.73,16788.53,23423.79,12011.75,18011.89,10199.39,14790.99,9632.768,12771.74,19101.99,20536.8
2018-02-02,73122.97,82285.26,74787.58,80246.0,15985.07,22713.31,13546.48,18133.27,13265.4,17762.21,8059.854,10364.37,20171.85,21106.85
2018-02-05,71484.2,78642.2,78237.03,80577.3,17221.85,23822.59,13291.74,18079.62,13717.39,17556.04,7260.245,9956.358,20224.45,21018.16
2018-02-06,75348.63,81034.34,77067.81,82285.2,17358.04,23558.24,13772.53,18445.8,13015.39,16997.79,7997.831,10445.09,20229.47,21051.33
2018-02-07,74631.1,80264.3,73273.53,79056.09,18250.77,24048.89,13170.56,18134.79,11808.01,16213.24,8435.206,10606.87,19353.99,20980.87
2018-02-08,64757.62,76755.94,74141.39,80416.19,19685.72,24704.07,15339.08,21006.02,13322.12,17085.31,11092.23,13577.06,20296.87,20923.55
2018-02-09,65097.24,72406.15,74547.39,79514.73,18765.52,23103.68,15456.66,19434.19,12769.21,16470.97,10167.75,12946.73,20413.76,21045.23
2018-02-12,69280.25,76915.8,76802.49,81753.55,18846.41,24344.31,15851.38,20011.92,13603.73,17253.35,11509.4,14176.15,20158.92,21004.69
2018-02-13,72663.0,77758.41,78140.71,80468.45,19594.41,24728.72,16109.73,21061.76,13816.9,17195.74,11163.11,13849.28,20315.32,20892.46
2018-02-14,73933.95,78543.97,72505.59,77219.28,18983.74,23509.55,15971.67,20291.84,14199.55,18689.09,10981.95,13526.78,20062.91,20618.78
2018-02-15,71739.93,76913.68,75674.22,81807.54,18223.12,23875.76,16329.1,20346.91,14630.67,18880.81,11104.32,13437.99,20154.24,20729.0
2018-02-16,74523.26,79901.76,72163.79,78138.08,17614.28,22810.41,16417.14,21184.98,13640.9,17290.29,10665.04,12957.49,19751.11,20338.04
2018-02-19,75956.25,83395.73,69139.86,78487.22,19780.41,22993.03,15662.17,18497.1,15550.15,18842.97,11138.16,13313.36,20393.82,21094.91
2018-02-20,53648.59,58902.11,57541.84,61497.32,19612.3,24111.67,16933.2,20763.35,14501.69,17817.63,10804.98,13092.67,15369.26,15527.71
2018-02-21,98046.46012999999,110004.97320000001,75719.42,79872.04,16188.89,20181.18,13115.98,17290.42,11707.82,15067.27,8603.521,11045.62,18312.79,18761.77
2018-02-22,73381.4,78213.44,75411.42,79295.34,12930.43,16221.8,10366.02,13871.63,9015.223,12425.75,6255.205,8230.819,19011.2,20037.14
2018-02-23,69009.58,76955.36,78900.8,83482.53,11599.16,15016.5,9898.303,13136.62,8814.277,11689.57,5402.397,7152.697,19728.77,20680.68
2018-02-26,74291.45,80275.34,73556.97,80482.4,9536.951,11774.75,7269.176,9642.374,6191.321,7864.696,4994.744,6086.9,20062.51,20683.54
2018-02-27,74253.82,80692.14,77022.61,80498.97,10753.7,13632.12,9942.7,12273.63,7765.315,9987.71,6922.093,8971.566,19882.88,20702.1
2018-02-28,77846.46,81528.04,75120.38,79161.99,18367.6,23819.05,15343.67,19381.82,12556.71,16226.94,10792.04,13905.6,19841.21,20703.94
2018-03-01,72496.07,78031.93,78795.3,81076.68,18768.59,22920.81,15638.17,19164.47,13637.81,16911.27,10693.73,13578.42,20185.22,20734.53
2018-03-02,62259.61,70902.46,73633.28,78594.97,17638.69,23388.21,10197.74,15207.65,12474.87,16589.54,10467.3,14101.84,18122.7,20461.58
2018-03-05,71803.14,77620.96,75048.56,81588.63,17735.44,21906.94,15935.36,19596.02,13049.13,16309.09,11238.61,13555.24,20345.19,20992.51
2018-03-06,76516.96,81209.73,77761.37,81025.12,18588.69,22497.71,15976.72,19549.55,13672.41,17166.79,11056.6,13127.89,20364.94,20855.55
2018-03-07,75822.24,79740.19,75507.4,79366.76,19306.12,23476.57,16158.99,19537.04,12880.17,16721.27,9704.296,12329.94,20392.58,20938.58
2018-03-08,75682.82,83283.81,80563.29,83141.15,14072.19,22187.55,8228.516,12859.83,11899.82,17212.62,10140.41,13979.8,19468.31,20794.4
2018-03-09,74501.35,82141.54,73370.57,79901.06,18275.7,23493.57,15854.71,19610.27,13254.42,16638.39,10454.42,12998.1,20377.59,20878.59
2018-03-12,72815.05,79694.74,73949.44,78179.51,19051.03,24262.6,14870.46,18908.92,11433.9,15569.16,9996.867,13107.68,20443.1,20817.24
2018-03-13,61019.93,81170.32,49612.7,71902.66,13895.96,21723.75,10500.57,18181.1,9780.35,16171.49,7365.165,12815.26,13441.44,20474.62
2018-03-14,75298.93,83139.25,72821.02,76836.89,17788.84,23774.58,13842.37,19107.42,11483.18,15534.66,9447.188,12951.13,19752.34,20772.57
2018-03-15,74546.83,80635.59,79971.77,82648.95,17098.75,21430.05,13567.09,17886.54,11792.66,15120.64,10166.77,12757.91,20294.34,20733.74
2018-03-16,72874.41,77149.32,71390.06,78935.7,17980.03,22905.01,13461.06,17667.31,12373.5,15745.58,9821.911,12563.78,20311.15,20789.27
2018-03-19,71146.0,77882.31,76925.49,81289.8,17412.36,22329.26,13031.82,17470.72,10861.5,14541.33,10264.11,12732.97,20311.85,20609.33
2018-03-20,72510.32,81688.91,73014.43,78878.96,17663.04,22328.69,14856.28,18189.03,11335.52,16208.91,10282.87,12749.46,20076.6,20523.49
2018-03-21,74099.79,79936.34,74556.62,81094.43,18425.77,22700.93,14401.86,18295.55,13431.25,17323.09,9799.484,12577.36,20129.57,20885.8
2018-03-22,74739.89,80911.21,78533.94,80749.43,19036.53,22837.61,14405.89,18362.1,13958.34,17254.38,9833.888,12293.18,19971.45,20796.61
2018-03-23,73520.67,81036.08,73523.76,77880.31,18473.55,22086.34,15097.47,18778.35,13229.29,17030.39,10007.02,12473.46,20401.44,20659.49
2018-03-26,72894.95,79007.39,76671.85,80756.08,18259.78,22044.74,14969.23,18857.68,13381.47,17201.68,10402.83,12618.74,20256.95,20752.46
2018-03-27,74754.54,80947.12,77914.85,80935.78,18811.9,23548.71,13750.17,17310.91,13389.26,17155.46,10606.51,12439.27,19977.94,20754.71
2018-03-28,73659.52,79296.17,78323.32,83250.65,18402.93,23137.88,14598.47,18646.45,12442.96,16186.75,10514.4,12682.99,19514.9,20155.78
2018-03-29,70078.96,78644.54,77383.61,80885.88,18732.64,23489.22,14751.43,18773.49,13267.51,17865.75,10742.59,13136.71,19973.58,20659.64
2018-03-30,69461.59,81220.9,76458.55,81592.31,19183.32,23559.39,15882.82,19434.72,13521.51,17175.87,11776.33,14303.15,20112.64,20846.38
2018-04-02,75521.03,81515.68,63193.57,68358.25,20068.15,24452.28,16390.35,19464.63,13706.98,17586.13,11448.82,13529.42,20397.27,20757.44
2018-04-03,75699.28,80025.39,78491.71,81936.81,19065.17,22958.66,15201.49,19642.04,15060.45,18391.63,11288.48,13669.1,20153.79,20681.17
2018-04-04,76720.06,82846.33,75815.02,80320.88,18013.85,23233.03,12724.09,17402.84,13878.34,17481.44,11302.95,14062.28,19368.58,20731.68
2018-04-05,73064.58,77803.53,78520.48,82026.77,18522.21,23396.58,16445.32,20263.93,14427.53,17637.02,10887.67,13496.03,20027.03,20785.7
2018-04-06,76548.13,81353.83,77090.33,81472.65,17495.52,22653.4,14970.31,19730.86,13992.13,17758.18,10439.56,13185.97,20276.01,20632.35
2018-04-09,73882.56,80656.13,74300.22,82254.74,18873.96,23592.33,15650.66,19792.98,14212.6,17681.11,11090.78,13462.46,19795.31,20784.51
2018-04-10,69660.68,75615.25,69212.36,73630.81,17555.44,22939.61,15405.66,19779.34,13926.01,17854.91,10559.54,13392.23,19107.75,19637.27
2018-04-11,72687.45,80429.13,76080.66,81609.59,18729.74,23610.74,16335.7,20166.19,14684.41,17535.53,10556.14,13382.87,20097.4,20687.36
2018-04-12,65553.84,73542.23,70508.13,78286.25,17599.28,22785.68,17096.34,19961.09,15040.28,18758.08,10689.28,13295.89,19380.01,19662.24
2018-04-13,76273.92,82293.41,74514.98,78093.16,18249.58,23297.16,15777.83,20366.97,14096.96,18336.53,10776.08,13297.14,20179.05,20706.48
2018-04-16,77005.52,84343.27,73934.16,80451.55,18679.69,23851.83,15318.52,19347.92,13186.74,18266.05,10049.99,13155.69,19727.35,20691.86
2018-04-17,76787.29,82170.31,76521.12,81549.63,18780.26,23162.61,16029.55,19598.81,15185.71,18888.66,10660.62,13129.34,19845.16,20732.06
2018-04-18,70618.7,77257.12,77634.79,81112.04,19168.12,24680.68,16412.55,19726.41,14337.04,18020.67,10540.03,12775.4,20415.87,20744.09
2018-04-19,75386.4,82636.22,73794.98,79239.78,18976.68,23425.24,15473.09,19727.95,14826.68,18479.58,11010.0,13410.83,20104.94,20840.06
2018-04-20,72750.58,79459.52,80556.93,83253.83,18880.99,23835.04,14307.28,19427.83,13898.11,17617.4,11096.27,14066.46,20368.12,20704.54
2018-04-23,72029.48,81402.72,80161.42,83176.01,18706.95,24813.48,16055.27,21117.39,13014.17,18347.31,9035.539,12325.74,19973.44,20621.12
2018-04-24,77046.39,82866.57,77364.03,80720.07,18918.46,23510.99,16089.86,19722.4,14491.24,18129.32,11197.44,13876.93,19385.82,20494.84
2018-04-25,76768.48,81538.59,75665.47,79460.29,18570.35,23337.0,16240.6,20506.63,15058.51,18862.02,10926.27,13195.46,20529.86,20804.64
2018-04-26,76370.87,82581.06,79972.33,84913.88,18874.77,23544.84,16428.54,20134.86,14766.72,18732.56,11231.11,13136.55,20467.02,20815.97
2018-04-27,71415.7,78883.06,78432.43,81341.48,17838.41,23411.41,18370.37,22976.1,14873.38,19510.19,11737.43,14060.47,19379.75,20160.22
2018-04-30,74482.67,83280.79,78162.3,83829.93,17641.81,22396.02,19417.78,23610.09,15289.75,19033.69,9683.921,13149.69,20179.24,20851.11
2018-05-01,75010.97,82233.01,75078.6,80429.58,18249.19,23427.99,18890.61,22655.61,15142.56,18881.48,10860.7,14042.61,20048.58,20650.78
2018-05-02,63866.15,69927.61,79700.16,82844.11,17510.76,23838.87,15351.64,21318.42,14265.62,19016.61,10898.1,14855.86,19882.2,20911.56
2018-05-03,64144.54,77279.65,80626.9,83124.59,14048.89,19429.88,16356.97,22593.51,13401.87,18083.92,9831.405,13713.88,20186.75,20708.6
2018-05-04,77454.39,82520.88,75472.55,84851.64,18354.79,23149.58,18264.79,23730.03,13349.31,17664.36,10682.5,14326.87,19711.68,20820.26
2018-05-07,77892.19,84177.48,78515.99,81553.01,18020.25,22507.2,17618.74,22020.62,15819.8,18871.89,10987.98,13911.95,20252.5,20768.51
2018-05-08,76410.36,81821.26,81178.35,83820.05,19287.31,23335.63,17775.17,22006.29,15479.5,19043.02,11944.16,14434.64,20393.01,20871.15
2018-05-09,76647.54,82483.73,79902.0,81990.09,20326.2,25077.81,19630.16,23601.28,13764.61,17788.88,11157.82,14123.37,19918.4,20787.38
2018-05-10,76675.16,82689.38,77218.62,83241.66,16243.54,22044.03,17996.89,22932.5,13278.61,17722.94,11616.1,14672.0,20225.34,20810.31
2018-05-11,76538.98,81889.29,78653.33,83046.59,18035.6,23700.54,19830.73,24517.73,13864.49,17831.28,10799.75,14030.89,19889.07,20775.46
2018-05-14,64589.47,71132.9,79066.61,82364.76,17960.74,22454.7,17244.37,23540.8,13063.36,17621.52,10088.76,13522.77,20016.25,20849.17
2018-05-15,69737.16,76292.64,74629.81,79292.1,16947.81,22259.94,15399.57,21101.21,13150.4,17456.18,9883.846,13271.44,19966.24,20360.88
2018-05-16,73644.25,80218.67,76447.22,80633.76,17671.02,23966.99,14594.1,19449.41,12220.68,17088.24,8242.861,10438.7,20022.5,20615.12
2018-05-17,73648.83,79001.89,74637.23,79336.81,17362.09,23322.48,14027.8,18749.67,11975.23,16176.68,8485.561,11777.39,20136.58,20687.9
2018-05-18,76896.87,88617.83,79707.92,82584.92,18163.17,24338.59,14270.45,19544.52,11954.21,17120.59,8994.6,11291.19,19735.8,20856.91
