Date,Red_Numerator,Red_Denominator,Orange_Numerator,Orange_Denominator,Green-E_Numerator,Green-E_Denominator,Green-D_Numerator,Green-D_Denominator,Green-C_Numerator,Green-C_Denominator,Green-B_Numerator,Green-B_Denominator,Blue_Numerator,Blue_Denominator
2019-10-22,101836.1,109378.3,70722.34,75079.9,16508.31,19963.25,10038.64,13484.16,11454.46,14637.9,4372.456,5101.045,26676.88,27311.58
2019-10-23,110842.5,117151.2,74649.23,79853.96,16104.31,19228.72,12938.98,15695.74,10245.44,12878.16,4445.273,5219.67,27519.88,28473.98
2019-10-24,109478.8,117522.3,74034.74,80217.33,16238.99,20197.07,11937.73,15167.37,7621.853,10958.85,4178.286,5101.85,27747.44,28665.64
2019-10-25,104957.2,117574.5,75390.23,80000.72,17606.55,21021.47,10717.37,14194.52,9360.18,12421.43,4518.13,5747.551,27162.88,28632.63
2019-10-28,105739.1,116038.7,75218.04,80048.55,17601.22,20541.76,11102.8,14306.93,9525.963,12555.48,3353.037,4808.625,27052.11,28601.17
2019-10-29,110357.7,116668.5,74885.61,79324.71,17315.14,20800.27,12516.56,15533.99,10039.55,12617.96,3631.83,5180.414,27690.4,28649.22
2019-10-30,104071.2,115143.6,71173.54,80369.65,15914.09,20388.15,12244.07,15531.84,9585.297,13078.03,4347.693,5226.425,27625.29,28629.97
2019-10-31,107751.4,115245.2,73337.75,80009.68,17506.98,21382.38,11164.46,14654.28,10224.67,13166.86,4054.029,5043.119,28089.6,28537.02
2019-11-01,108537.9,115654.1,71473.27,80597.04,14567.1,19255.38,10325.18,14429.63,9091.817,12628.81,3933.513,5721.945,27996.81,28580.3
2019-11-04,107283.1,116491.7,74141.05,79279.77,17246.83,20792.41,10932.33,15041.77,11074.59,13895.53,4322.011,5334.101,28086.91,28644.82
2019-11-05,106282.7,114422.4,76594.05,79923.27,17312.96,20334.84,11913.65,14750.83,10700.27,13524.43,4121.196,5389.473,28022.21,28682.8
2019-11-06,106734.1,115142.7,74212.38,79278.41,17145.74,20062.86,11874.32,14935.16,10495.93,13074.24,4548.908,5873.404,27810.06,28953.62
2019-11-07,104320.6,113951.9,71999.47,78638.95,17370.47,20988.0,10263.79,14313.8,11044.95,13842.21,4401.22,5198.841,27031.31,28607.06
2019-11-08,105688.0,117112.0,69925.76,81605.43,17667.8,21854.61,10936.02,14725.47,8460.489,11301.74,4458.846,5555.526,26398.93,28196.61
2019-11-11,104664.0,115446.0,75156.56,80350.76,15872.92,19311.28,12585.03,15460.75,11662.22,14353.43,4427.502,5139.292,27792.63,28587.05
2019-11-12,99368.69,113878.9,71851.56,78666.95,16219.13,19912.16,10819.44,14128.1,9318.01,11986.0,4307.991,5124.027,27720.21,28696.54
2019-11-13,106326.4,115578.6,73136.13,80450.53,14438.04,18593.95,12402.78,15538.04,10569.43,13890.57,4365.094,5391.163,27410.6,28630.05
2019-11-14,106392.8,115484.9,70541.04,80086.87,16425.39,19715.59,11360.71,14753.69,11398.08,13858.39,4488.733,5323.483,27019.52,28541.17
2019-11-15,108196.8,117245.8,63092.78,78495.49,17004.68,20370.85,11273.8,14861.37,11008.4,13776.3,4215.355,5093.657,28079.55,28606.59
2019-11-18,102438.4,115553.2,67694.22,78132.66,16773.67,20045.81,12412.57,15301.99,9944.488,12889.21,4145.042,5385.986,27502.07,28652.15
2019-11-19,109621.3,116755.8,71934.29,78822.22,17008.27,19433.59,13179.24,15837.55,11769.88,14264.83,4018.827,5091.629,26829.63,27841.63
2019-11-20,109396.8,116353.7,67614.01,79889.13,16825.4,19649.94,11748.92,13980.31,11365.98,14115.53,4330.898,5618.552,26150.65,28451.79
2019-11-21,110814.3,115480.8,71261.28,79342.92,15894.31,19098.01,12018.3,14452.85,11161.2,14053.06,4074.549,5029.846,27657.78,28606.26
2019-11-22,111370.1,116279.7,72221.1,79641.67,17642.6,20544.94,12859.05,15859.44,10440.37,12654.64,4216.25,5079.106,26108.52,27549.17
2019-11-25,103264.5,113087.1,72432.14,79650.36,16875.92,20190.44,11562.38,14057.35,10689.34,13887.2,4113.414,4988.216,27846.72,28672.87
2019-11-26,107376.1,116847.5,70727.19,79220.65,17473.52,20398.29,11338.38,14636.81,11117.73,13901.73,4064.853,5351.391,27233.93,28251.64
2019-11-27,109658.6,116115.6,72509.48,79216.27,17735.1,20510.34,10456.55,14518.11,10114.78,13061.16,4410.393,5276.441,26240.35,28611.39
2019-11-28,108262.7,115301.8,75445.39,79968.61,17567.74,19822.11,11749.88,14870.58,12229.33,14165.21,4254.12,5317.834,27501.76,28765.56
2019-11-29,106980.4,114138.8,71697.92,79844.09,16201.59,20232.37,10865.0,14593.86,10327.3,13815.81,4353.482,5338.237,26550.0,27767.97
2019-12-02,102515.6,113080.1,73824.51,79411.02,15805.02,19705.67,9853.289,14156.19,10894.33,14005.92,4089.253,5505.204,28136.47,28737.53
2019-12-03,101900.7,115285.1,68169.44,82260.69,16289.6,20038.12,9744.517,14044.78,11086.54,13768.55,4125.271,5271.988,27787.21,28487.07
2019-12-04,87372.53,95678.37,49158.07,64138.11,16528.74,22289.47,10198.99,15006.69,9329.127,12812.66,3656.62,5130.88,22439.07,23168.98
2019-12-05,106870.5,113503.7,65358.25,77397.46,16123.51,20176.44,11382.55,15040.24,10189.03,12986.58,3922.086,4969.708,25851.6,26941.44
2019-12-06,107108.0,115313.1,75655.06,80621.28,16677.2,20563.85,10340.94,14452.67,11073.47,14560.29,3730.749,5003.631,27359.36,28584.38
2019-12-09,105065.3,115212.6,69826.44,79908.4,14302.64,18007.5,11064.46,14129.75,11765.22,14708.1,3737.002,4693.632,27823.52,28534.3
2019-12-10,104824.6,114571.7,72691.61,80356.85,15679.32,19390.77,10970.74,14361.05,10260.55,13722.55,4227.754,5322.026,28305.41,28724.55
2019-12-11,106969.5,114691.7,73849.88,80364.92,16471.08,20096.53,11024.43,14860.0,10563.51,13733.73,3733.041,4987.159,26864.99,28546.02
2019-12-12,104014.1,112416.6,71509.71,80790.17,16318.56,20696.99,10122.19,14244.07,10488.36,13296.25,3726.155,5029.761,27174.46,28447.8
2019-12-13,107353.1,118114.9,76402.73,81300.14,15685.56,18823.36,12233.0,15822.32,10331.16,13062.15,4152.017,5377.902,27498.36,28604.32
2019-12-16,107767.9,117263.4,75019.16,81220.63,16395.86,20008.36,11072.37,15324.53,10448.79,12683.73,3916.15,5330.403,28049.97,28759.14
2019-12-17,107926.4,118083.8,74552.17,80874.08,16712.26,20051.95,11204.17,14877.89,9882.535,12801.6,4441.97,5345.353,27108.93,28737.2
2019-12-18,110027.0,118554.7,73056.6,80523.17,17204.54,20936.42,10691.15,14593.86,11212.34,13918.35,4490.586,5644.985,27753.26,28787.99
2019-12-19,96539.16,117547.8,73793.31,82090.73,16226.86,20089.18,11332.16,14697.88,11174.6,13965.05,3930.314,5091.647,25577.11,28420.73
2019-12-20,103811.9,115915.7,71006.8,81255.58,15456.49,19723.36,12764.0,15831.71,10367.6,13907.04,3794.415,5162.319,27193.29,28330.99
2019-12-23,109269.5,118564.0,74164.18,80473.59,14925.65,17486.4,9725.196,12883.62,9806.011,12259.06,4456.285,5055.742,28393.34,28740.23
2019-12-24,113093.9,118313.3,75642.23,79860.5,17075.95,19810.04,11631.9,14764.86,12221.6,14729.21,4340.253,5186.014,28601.68,28762.6
2019-12-25,107886.7,117309.0,76422.98,80464.32,16737.47,19370.09,12051.18,14595.12,12905.74,15671.12,4524.838,5406.348,27774.53,28656.26
2019-12-26,111670.0,117868.3,75618.73,81656.53,16980.57,19906.51,12064.25,15422.53,12188.23,14849.24,4580.07,5173.662,28342.99,28594.62
2019-12-27,107532.3,118167.1,76307.04,81963.23,17050.93,19793.76,11690.52,14787.09,11262.2,13462.04,4848.923,5658.08,28282.65,28669.74
2019-12-30,112172.4,117896.5,75694.84,81420.77,17407.57,20489.34,10729.68,14948.02,11341.59,14422.64,4638.312,5385.65,28321.86,28567.28
2019-12-31,111002.3,117626.0,76221.05,81504.33,15766.9,18400.05,10340.04,13346.76,10250.61,12387.48,4640.128,5462.328,28401.22,28734.21
2020-01-01,109531.2,117217.6,75083.17,79471.42,17163.45,19601.53,10680.78,13837.43,11962.94,14458.39,4117.476,5770.576,27245.94,28615.94
2020-01-02,105226.9,118527.7,76555.42,80692.13,16995.49,19875.72,12566.55,15498.62,10654.48,13177.67,4137.408,5111.857,28385.58,28585.39
2020-01-03,111499.3,117780.3,72029.78,78629.91,17237.28,20260.61,12014.1,14572.9,10760.02,12970.7,4153.27,5227.767,28345.55,28576.92
2020-01-06,110817.6,117411.9,74663.24,80396.64,16635.52,19114.55,12313.2,15030.81,10904.25,13591.94,4595.689,5271.503,28278.17,28545.39
2020-01-07,110789.1,118665.8,77062.54,80980.09,16901.59,19505.27,13375.46,15449.98,11612.95,13472.78,4136.522,4928.839,28328.3,28636.97
2020-01-08,109950.2,118416.9,74545.99,81637.42,17873.54,20357.08,12578.45,15145.2,11940.7,14210.29,4463.78,5553.507,28450.33,28627.23
2020-01-09,100487.6,115849.5,74054.45,80831.97,16460.32,19000.26,12340.15,14988.56,12028.29,14500.27,4198.899,5088.375,28341.67,28568.53
2020-01-10,110685.4,117371.0,77609.84,80961.71,16239.65,19940.83,11308.53,14729.06,11283.14,14792.57,4397.453,5207.818,28408.46,28604.87
2020-01-13,108552.8,117734.4,72514.27,80800.56,17525.95,20604.24,11268.79,14657.97,10412.14,12988.76,4213.573,5228.9,27235.63,28841.67
2020-01-14,110248.2,118474.9,76123.54,80292.19,17736.46,19958.24,11590.29,14209.95,12330.56,14368.89,3889.608,4839.487,28053.72,28603.06
2020-01-15,109137.0,117101.4,78851.21,81288.78,17168.54,19828.51,11821.11,14365.5,11603.39,13737.88,4791.483,5865.03,28579.8,28688.68
2020-01-16,110128.6,119245.8,74789.64,79722.26,17121.26,19839.09,11779.71,14965.69,10690.56,12687.8,4329.083,5246.085,28274.96,28871.31
2020-01-17,107704.3,117431.5,73373.18,79963.34,17791.54,20992.05,11899.87,15648.23,11757.04,13780.22,4011.821,4852.44,28208.34,28637.11
2020-01-20,106164.4,117615.2,67177.64,80714.34,17534.9,20108.84,12620.32,15278.45,12071.99,14309.81,4577.162,5512.281,26902.23,27460.26
2020-01-21,102208.6,119870.7,77357.25,81057.34,18629.65,20655.24,11728.76,14316.14,12836.94,15068.92,4366.81,5049.055,28643.29,28799.3
2020-01-22,106722.3,120221.3,75448.66,81257.75,14690.57,18044.1,10135.31,14039.22,9252.053,11666.88,4484.814,5655.961,28547.56,28738.89
2020-01-23,110777.3,120146.5,76171.12,82189.24,16013.81,19270.71,12040.04,14810.18,11194.06,13676.05,4038.436,4869.372,27711.81,28635.58
2020-01-24,112127.4,120729.9,75652.84,80611.21,16925.63,19947.54,11821.37,15277.38,10315.08,12937.87,4066.199,5096.004,28220.18,28391.31
2020-01-27,112298.2,118250.2,74246.09,81053.52,16383.6,19723.03,11637.94,14631.87,10760.02,13006.91,4282.534,5201.871,27846.57,28688.27
2020-01-28,111587.1,118553.9,74426.7,80321.85,16641.72,19275.05,12727.11,15508.29,10995.05,12820.28,4070.241,4881.254,28064.85,28789.42
2020-01-29,110296.6,119328.6,75929.85,80451.64,16890.64,19349.87,11992.29,14851.69,11451.21,13483.82,4351.402,5115.707,28133.89,28399.97
2020-01-30,111214.8,117202.7,75170.46,80804.74,16888.16,20661.01,11615.51,14689.1,10574.86,12852.67,4112.058,5362.602,28440.29,28579.61
2020-01-31,112048.2,117989.1,75816.12,80334.33,16411.81,19496.34,11916.93,15129.25,12370.64,14189.9,4216.47,5524.428,27071.14,28151.31
2020-02-03,110063.0,117336.7,74151.06,80967.92,17091.7,19741.55,11756.99,15527.5,11192.95,14045.77,4092.929,5146.278,28339.91,28518.57
2020-02-04,108206.1,118302.9,78364.03,81197.23,17263.55,20433.88,10768.58,14615.47,10439.31,12887.24,4129.213,5182.826,28297.62,28449.01
2020-02-05,112564.7,118656.2,75383.24,78899.7,16593.64,19954.55,12315.39,14956.32,10409.51,12406.14,4245.653,5040.67,28346.63,28686.1
2020-02-06,111579.1,117558.6,74255.71,79020.63,14707.66,19613.46,10507.72,13647.03,10032.07,13329.21,4956.466,6643.468,28273.96,28638.75
2020-02-07,109281.6,116965.3,71958.62,77651.89,14791.93,18249.56,10999.4,13820.78,9591.41,12196.1,3955.98,4823.924,28250.91,28659.29
2020-02-10,113285.6,118578.6,76731.83,80580.84,17317.75,20329.38,12179.48,15007.23,11711.92,14330.91,4262.275,5156.408,28277.43,28605.87
2020-02-11,111183.0,117712.5,76560.27,80433.93,18983.36,21298.83,11271.18,14429.81,10916.39,13520.13,4115.357,5110.613,28494.15,28749.59
2020-02-12,109954.5,118161.0,76535.39,81034.05,17710.96,20558.83,11597.06,14904.8,10711.51,13130.83,4118.87,5027.258,28143.67,28399.26
2020-02-13,110112.9,118227.7,75507.5,80599.43,16822.23,19991.65,10749.07,14807.07,11443.26,14396.12,4399.963,5210.777,28348.41,28630.73
2020-02-14,111083.1,118395.9,73034.9,79538.21,17698.44,20112.78,12562.13,15531.18,10556.67,13093.88,4499.606,5720.844,28266.98,28588.69
2020-02-17,111682.7,116756.8,71963.56,78265.66,17262.52,20037.07,10651.63,13472.81,11659.32,14472.93,4148.55,5483.692,27152.75,28685.86
2020-02-18,110902.8,118075.4,76803.17,80657.35,18429.96,21156.29,12581.87,15291.47,11425.42,13557.17,3999.873,5107.266,28316.87,28633.04
2020-02-19,111586.3,116866.5,74692.77,80593.23,15655.67,18954.07,12188.51,15493.89,11178.64,13936.29,4156.304,5448.423,28338.98,28623.49
2020-02-20,111102.0,118572.2,75226.03,80844.29,17458.63,20467.65,12244.28,15940.87,10406.57,12927.46,4334.788,5793.204,28118.81,28533.66
2020-02-21,108536.9,118098.3,74322.69,80863.06,15998.37,20161.15,13123.71,16422.8,10135.11,13156.64,4237.937,5078.328,28144.97,28563.37
2020-02-24,108714.7,117384.8,73442.82,81039.66,17084.77,20616.71,12512.41,15080.32,11110.17,13898.78,4409.468,5000.443,28413.63,28615.16
2020-02-25,106332.2,113294.5,76098.34,80768.97,15842.75,19606.34,12140.53,15155.37,11650.39,14444.04,4590.567,5182.488,27578.93,28536.75
2020-02-26,93170.41,104289.0,76404.38,79495.53,16393.78,19839.16,11531.46,14537.09,12316.13,14976.16,4227.014,5001.987,28273.51,28508.42
2020-02-27,103862.6,118154.2,73163.2,80775.31,16482.69,20173.41,10791.36,14731.87,11184.5,14644.45,4265.119,5093.009,28294.18,28636.0
2020-02-28,109221.2,117230.5,73029.74,79396.1,17348.62,20138.35,11496.67,15022.39,11624.76,14671.08,4553.348,5226.345,28285.95,28505.76
2020-03-02,112019.0,118226.8,74113.02,80717.07,17812.6,20790.35,13050.22,16199.73,10758.18,13054.21,4461.93,5198.553,28326.0,28696.33
2020-03-03,109285.7,117752.8,76422.51,80404.41,17649.97,20550.47,11364.87,14619.73,11875.22,14414.41,4126.754,4960.924,28060.8,28829.36
2020-03-04,111345.3,118825.9,75095.71,80245.94,17450.94,19706.09,12902.29,15205.34,12569.93,14933.26,4188.376,5026.062,28516.82,28883.58
2020-03-05,107878.2,113657.6,76581.77,80926.63,17325.61,19823.23,10794.05,14302.45,12357.96,14618.34,4487.485,5123.723,28357.07,28779.08
2020-03-06,106993.7,117577.9,75216.48,80748.67,17439.93,19757.17,11332.52,15197.98,10947.4,13246.81,4175.403,5430.055,28280.37,28520.44
2020-03-09,111784.0,118374.7,73486.9,80037.92,18213.64,20979.71,13028.12,16003.79,10689.93,12788.55,4448.254,5087.357,28381.63,28693.08
2020-03-10,111299.5,117632.4,76313.37,80552.43,17189.26,20260.66,12742.62,15416.89,11348.34,14025.74,4640.265,5191.346,28008.0,28985.19
2020-03-11,111961.4,118131.9,76826.25,81178.72,17400.3,19652.67,11817.99,14709.87,12144.11,14862.52,4110.691,5092.693,28152.74,28712.12
2020-03-12,109863.5,118479.7,74410.04,80067.44,14097.55,19150.44,12110.42,15789.86,9573.45,13203.85,4406.744,5102.314,28091.5,28641.95
2020-03-13,109889.4,117640.3,73903.79,80744.59,16173.3,19503.62,11963.93,15295.42,11021.19,13551.24,4475.565,5106.379,28192.23,28615.93
2020-03-16,106992.1,118717.0,72915.26,79419.64,15047.67,18363.7,11770.0,14842.62,11627.73,14303.62,4454.34,5072.68,28420.34,28769.07
2020-03-17,112095.8,118103.2,74118.82,78322.74,15403.79,17620.14,11914.42,14136.88,13746.98,15834.85,4348.355,5345.741,28294.27,28985.97
2020-03-18,111273.8,120469.1,74685.53,80130.74,18322.88,19882.62,12528.58,14909.03,12743.26,14948.35,4249.284,5034.4,27970.19,28830.46
2020-03-19,112002.9,119072.4,75239.26,78551.77,17905.4,19742.01,13713.68,15876.73,13177.07,14132.37,4099.376,5126.029,28192.74,28837.28
2020-03-20,110821.1,120106.7,78584.22,81113.7,18821.44,20267.51,12480.71,14322.79,12261.4,13763.67,5416.045,6305.932,28233.03,28999.53
2020-03-23,109478.2,117856.3,75289.19,78637.91,17227.6,19060.04,11108.64,13037.61,13017.09,16431.78,4475.087,5231.083,28637.76,28901.25
2020-03-24,108391.9,116377.8,76949.34,79806.26,18155.9,19925.41,11925.03,13324.77,14498.25,15960.03,4460.678,5090.794,28765.98,28933.75
2020-03-25,112885.3,117578.8,77239.96,80389.97,17352.55,18926.84,13729.41,15223.1,13169.48,14536.51,4653.929,5159.457,28655.15,28980.01
2020-03-26,110781.4,117478.6,75962.98,78852.95,16839.12,18791.46,12285.77,14676.33,13330.55,15024.34,4029.244,5006.4,27709.76,28223.86
2020-03-27,113243.0,118427.2,78449.99,81141.34,18467.23,20599.55,12057.85,14466.45,12535.05,14613.88,4293.841,5141.973,27352.44,29155.2
2020-03-30,115127.1,118117.4,70559.26,81131.62,18539.14,20141.81,12421.39,14427.26,12947.82,15011.13,4363.481,5176.26,28664.54,28770.15
2020-03-31,114470.2,118850.9,69820.74,81117.71,18689.1,20266.1,12875.9,15599.98,11374.41,13633.49,4144.54,5082.34,28922.95,28984.87
2020-04-01,106838.0,120168.2,70535.21,79983.3,16857.5,18859.23,13470.06,15829.28,12273.73,15089.38,4514.809,5165.972,25584.95,27932.52
2020-04-02,110707.3,118159.3,70309.64,81443.37,18654.13,20597.82,13579.93,15974.56,10957.93,12882.32,3914.276,5020.859,27531.92,28570.45
2020-04-03,110824.7,117350.2,72995.25,81196.96,16911.21,19371.07,11301.87,13792.77,10689.51,13641.11,3805.488,4750.248,28744.49,28898.92
2020-04-06,111854.4,118569.7,73082.34,81615.3,17799.84,20589.68,12298.05,14578.74,11782.46,14013.26,4196.032,5113.626,28698.45,29212.2
2020-04-07,110192.3,116880.9,72111.77,80579.76,18287.14,20329.37,13230.39,14966.1,12541.57,14775.75,4050.013,5062.805,26819.26,28561.91
2020-04-08,111248.4,119729.1,73236.88,80343.22,16657.88,20484.26,13105.73,15257.24,11479.39,13950.41,4081.864,4981.725,26401.76,26898.41
2020-04-09,107365.3,118511.9,46956.99,60582.13,16405.16,19466.67,13928.2,15964.71,11012.98,13543.67,4213.881,5159.966,26967.44,28541.03
2020-04-10,106557.0,119363.4,73877.8,80630.82,16842.62,19448.94,12808.48,14537.17,12165.99,15297.89,4121.144,5007.848,25696.38,27348.26
2020-04-13,101616.3,119955.4,66930.34,80757.9,18421.73,21005.09,9969.47,12390.07,11492.63,13794.94,4030.383,5026.64,28061.13,28777.95
2020-04-14,111548.0,118698.3,72345.53,82072.77,17725.99,20257.53,13786.14,15464.32,11756.8,14378.54,4043.967,4987.54,25827.94,28421.26
2020-04-15,107380.8,117556.1,74088.98,81309.81,15816.47,19605.89,13393.27,16261.81,11593.32,14325.82,3494.9,4981.906,28126.83,28724.32
2020-04-16,112654.9,118608.9,73690.72,81655.9,16532.12,19293.11,13601.86,15305.85,11719.1,14302.05,3784.826,5086.724,27824.46,28815.25
2020-04-17,113676.0,118065.9,71817.09,80470.51,16225.33,19456.34,13056.92,15141.05,11558.18,14893.73,3947.44,5014.553,26865.85,28088.39
2020-04-20,112574.7,118615.0,58460.21,80821.65,16489.17,18787.01,11376.37,14383.05,13491.68,16272.26,4066.034,5087.659,28018.33,28737.03
2020-04-21,112546.3,118241.2,68197.85,80660.47,16282.69,19225.89,13257.75,15361.06,12554.03,15455.45,4131.73,5154.895,28110.24,28752.66
2020-04-22,113226.7,117877.0,72114.24,81610.72,17310.31,19998.5,12723.87,14678.4,11984.21,15122.21,4137.149,5178.91,26911.73,28932.65
2020-04-23,112332.6,118410.4,70470.55,81125.08,17213.11,20015.61,11904.23,14177.86,11962.75,15548.26,4170.039,5130.55,28411.31,28949.3
2020-04-24,113433.1,117449.8,67371.45,80056.01,16659.09,20165.21,13202.79,15889.14,11708.29,14334.68,4075.122,5039.047,27604.05,29141.21
2020-04-27,111239.7,118218.0,76056.08,81313.22,16405.44,19607.49,12102.59,14399.47,12808.32,15388.68,4221.87,5105.786,27432.19,29241.33
2020-04-28,113886.3,118348.5,75315.91,81923.31,17340.79,19311.66,12589.79,14615.0,12659.3,15724.76,4521.646,5206.87,28400.24,28761.43
2020-04-29,111558.8,118246.1,77644.01,79457.33,16866.54,19934.17,12374.61,15545.1,11849.25,14470.13,4398.943,5087.869,27808.42,28408.89
2020-04-30,112775.7,118322.2,76454.93,80533.33,17718.26,20258.88,13110.3,15536.14,12471.92,14365.6,4286.113,5027.688,27917.94,28215.82
2020-05-01,104439.7,111689.3,78341.14,81491.77,17081.13,19088.75,12678.14,14892.89,13426.41,15849.5,4002.826,5161.442,28257.96,28638.57
2020-05-04,110607.6,118770.7,79547.18,81163.01,17905.5,20647.18,13326.08,15021.58,11399.45,13782.07,4496.583,5132.017,28755.21,28906.72
2020-05-05,111814.2,118686.5,79009.76,81115.94,17453.39,20379.64,13751.52,16494.94,10969.8,12728.95,4517.715,5059.22,27936.01,28356.26
2020-05-06,112358.2,117256.2,78041.7,81291.38,17215.37,19411.25,12944.87,15001.11,13045.18,15467.64,4570.213,5176.2,27856.03,28530.4
2020-05-07,112196.9,118796.8,77789.56,80997.9,16939.58,19351.84,12466.32,14313.86,13516.71,15649.46,4545.777,5082.287,27985.54,28796.75
2020-05-08,112398.9,117944.3,76847.21,81496.75,16432.54,18665.63,13412.18,16230.35,13042.55,15301.5,4265.229,5177.792,28415.46,28708.71
2020-05-11,111503.9,117924.0,78544.16,81880.35,17377.42,19590.12,12796.94,15334.76,12400.14,14719.75,4432.603,5267.583,27812.51,28561.55
2020-05-12,112772.2,118309.3,78413.05,81916.75,16426.81,19172.34,12864.66,15615.54,12142.92,14974.23,4337.969,4999.982,28659.47,28808.58
2020-05-13,111826.3,117031.5,78063.81,81012.77,17861.46,19579.98,12138.56,14445.27,13341.78,16304.16,4584.631,5180.076,28635.93,28908.55
2020-05-14,111963.8,118690.4,75583.64,81849.09,17165.12,19375.29,13203.15,14829.57,13033.53,15046.76,4439.665,5236.37,26613.4,28522.6
2020-05-15,110192.4,118335.8,72794.78,80342.94,17112.29,19397.41,12639.07,14455.97,13282.07,15721.35,4538.551,5064.293,28632.81,28843.27
2020-05-18,114518.9,118367.6,78131.52,81231.68,17828.59,19935.24,12954.01,15868.02,12240.88,14538.09,4172.461,5355.814,635.8716,684.951
2020-05-19,111267.5,118879.4,75891.53,79302.73,17100.12,19612.29,12362.11,14778.67,11747.83,14328.79,4414.072,5222.253,643.1058,681.4454
2020-05-20,112388.3,116931.6,76794.02,81079.69,17611.8,20149.94,12564.98,14969.94,12162.6,14420.33,4091.538,5037.159,616.0137,662.05
2020-05-21,112670.6,120139.1,73234.67,79202.65,17457.84,19570.86,13012.17,15230.26,12218.39,15196.57,4194.232,5144.678,633.8893,687.0241
2020-05-22,109607.1,118985.0,74926.95,81566.16,12352.33,15731.86,12391.6,14770.59,11439.95,13575.96,4083.875,5394.36,650.4905,690.3862
2020-05-25,111579.9,117975.9,79838.61,81273.03,12996.25,14201.93,12957.29,15097.66,13557.96,16164.47,4801.56,5364.662,641.9643,678.1228
2020-05-26,108307.9,116614.8,76359.13,81543.57,12835.2,14839.03,10880.33,14538.25,12710.84,15478.34,4531.487,5112.551,638.8495,680.1773
2020-05-27,112453.7,117962.6,75789.57,81173.32,11664.1,13076.07,13048.79,15447.19,12460.68,14458.13,4376.752,5106.811,641.069,690.3919
2020-05-28,114187.8,118265.5,70546.69,79694.58,12125.19,14604.68,13057.66,15888.77,11710.82,14148.42,3849.75,5052.516,637.9568,683.3003
2020-05-29,112296.7,117919.1,78038.9,81183.15,13057.61,14654.81,13147.88,14721.0,13467.17,15621.39,4667.502,5046.332,631.0051,683.1891
2020-06-01,115303.8,118219.0,78401.56,80674.47,12519.27,14536.31,12615.3,14485.83,12884.98,15732.46,3976.212,4933.758,26826.04,28166.76
2020-06-02,112755.1,117547.9,76255.4,81241.42,13493.68,15374.36,13583.19,15550.96,12451.58,14525.01,4397.882,5166.808,27749.31,29430.86
2020-06-03,104145.5,107448.8,73490.78,76928.18,11560.57,13647.89,11839.33,15557.44,10991.12,13450.2,4346.438,5239.31,27023.69,28845.81
2020-06-04,112692.7,117996.6,76551.59,82341.35,13319.53,15702.83,11980.53,14492.39,12675.41,15135.26,4258.155,5319.205,28022.72,28512.97
2020-06-05,108872.4,116486.5,77421.94,81275.72,12939.12,15276.81,11346.4,13919.02,12379.96,15270.46,4550.627,5115.684,28536.66,28758.77
2020-06-08,109515.5,117127.8,78699.66,81311.87,11339.96,13389.57,3846.219,4776.856,12294.58,15575.1,5858.449,7149.536,26864.48,28245.29
2020-06-09,111176.5,117340.7,77809.93,80634.45,13468.51,15342.9,4480.89,5324.966,12383.12,14823.94,5724.301,6819.475,28084.45,28623.25
2020-06-10,110520.7,117064.0,77178.0,81430.31,12567.84,14960.81,2298.136,2563.279,13148.12,15535.28,7151.604,8073.91,28175.51,28723.26
2020-06-11,106773.1,115977.3,77867.64,80686.1,11257.29,13239.72,3495.119,4693.312,12014.8,15311.36,5325.054,6531.211,23016.89,23196.0
2020-06-12,113181.9,117115.6,77493.08,79662.28,11620.47,14575.69,3524.514,5034.337,8067.997,11236.11,7061.057,8402.862,27671.44,28855.0
2020-06-15,108920.8,118523.8,78883.65,81047.41,13963.09,15956.31,11379.83,14203.08,12356.55,14749.24,4323.664,5353.565,27409.93,28302.9
2020-06-16,116809.3,117712.5,77606.55,80804.05,12200.74,13791.03,13482.59,14555.18,13108.54,15092.69,4703.391,5324.901,28602.06,28602.06
2020-06-17,117421.9,118033.9,80653.74,81296.63,13309.74,14634.65,13956.5,14858.63,12719.4,14235.87,4637.39,5230.197,28588.47,28592.16
2020-06-18,103659.2,105413.5,80893.03,82265.4,12911.77,14655.1,12005.11,14135.46,10283.13,12579.08,4190.427,4866.926,28738.83,28738.83
2020-06-19,104261.7,105461.4,80975.55,81293.1,12257.35,14095.37,12254.74,13623.19,11532.59,14249.09,4263.018,5373.448,28580.99,28580.99
2020-06-22,97480.83,105334.1,75998.07,81191.39,11260.14,17941.35,1229.796,2594.254,1614.807,2581.667,5834.736,10019.88,28356.78,28661.78
2020-06-23,91746.56,104544.2,75016.44,81128.87,12849.57,17693.3,3191.849,4884.691,2113.37,3514.353,5610.236,7801.966,28445.34,28709.27
2020-06-24,96555.11,106428.0,71267.05,81792.41,10815.61,17014.52,2507.026,3880.459,2560.089,4591.499,5435.35,7982.271,28574.56,28715.11
2020-06-25,96062.87,105933.2,74017.53,83019.19,11766.12,17333.16,2857.726,4920.918,2083.158,3560.292,6248.635,9101.362,28566.98,28689.14
2020-06-26,63551.99,77537.39,77372.25,81279.53,10503.12,16529.63,2501.558,3899.702,2310.135,3472.193,5879.35,8600.568,28146.1,28527.29
2020-06-29,97175.66,105820.4,71820.59,80963.5,10762.12,15825.47,11220.9,15248.37,11025.54,13757.87,3798.53,5343.123,28312.26,28669.71
